"","SalePrice","YearRemodAdd","RoofStyle","Exterior1st","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","HasBsmt","AvgBsmtScore","TotalBsmtSF","Heating","PctFinBsmt"
"51",177000,24,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2,794,"GasA","0.229219143576826"
"52",114500,71,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,1.2,816,"GasA","0"
"53",110000,58,"Gable","Wd Sdng","None",0,"Fa","TA","CBlock",1,2.6,816,"GasA","1"
"54",385000,34,"Gable","Others","None",0,"Gd","TA","CBlock",1,2.6,1842,"GasA","0.982627578718784"
"55",130000,66,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,2,384,"GasA","1"
"56",180500,57,"Gable","HdBoard","BrkFace",272,"TA","TA","CBlock",1,1.8,1425,"GasA","0.343859649122807"
"57",172500,21,"Gable","MetalSd","BrkFace",456,"Gd","TA","PConc",1,1.4,970,"GasA","0.669072164948454"
"58",196500,17,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,860,"GasA","0"
"59",438780,15,"Hip","VinylSd","BrkFace",1031,"Ex","TA","PConc",1,2.6,1410,"GasA","0"
"60",124900,49,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2.6,780,"GasA","0.81025641025641"
"61",158000,17,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2.2,1158,"GasA","0.812607944732297"
"62",101000,25,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1,530,"GasA","0"
"63",202500,15,"Gable","VinylSd","Stone",178,"Gd","TA","PConc",1,1.8,1370,"GasA","0.0175182481751825"
"64",140000,71,"Gable","Others","None",0,"TA","TA","BrkTil",1,1.2,576,"GasA","0"
"65",219500,23,"Gable","VinylSd","BrkFace",573,"TA","TA","PConc",1,1.4,1057,"GasA","0.69914853358562"
"66",317000,16,"Gable","VinylSd","BrkFace",344,"Gd","TA","PConc",1,2.2,1143,"GasA","0"
"67",180000,32,"Gable","Plywood","BrkFace",287,"TA","TA","CBlock",1,2.4,1947,"GasA","0.468412942989214"
"68",226000,18,"Gable","VinylSd","BrkFace",167,"Gd","TA","PConc",1,2,1453,"GasA","0.697178251892636"
"69",80000,71,"Gable","MetalSd","None",0,"TA","Gd","CBlock",1,1.2,747,"GasA","0"
"70",225000,68,"Gable","Others","None",0,"Gd","TA","CBlock",1,1.8,1304,"OthrHeating","0.462423312883436"
"71",244000,48,"Gable","Plywood","BrkFace",1115,"TA","Gd","CBlock",1,3.2,2223,"GasA","0.84570400359874"
"72",129500,15,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2,845,"GasA","0.668639053254438"
"73",185000,23,"Gable","VinylSd","BrkFace",40,"TA","TA","PConc",1,1.4,832,"GasA","0"
"74",144900,18,"Gable","Wd Sdng","BrkFace",104,"TA","TA","CBlock",1,2.6,1086,"GasA","0.627992633517495"
"75",107400,71,"Others","VinylSd","None",0,"Gd","Gd","CBlock",1,1,840,"GasA","0"
"76",91000,48,"Gable","CemntBd","None",0,"TA","TA","CBlock",1,2.4,462,"GasA","1"
"77",135750,65,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,2,952,"GasA","0.239495798319328"
"78",127000,20,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.8,672,"GasA","0.561011904761905"
"79",136500,53,"Hip","HdBoard","None",0,"TA","TA","CBlock",1,1.2,1768,"GasA","0"
"80",110000,40,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,1.2,440,"GasA","0"
"81",193500,53,"Gable","VinylSd","BrkFace",576,"TA","Gd","CBlock",1,1.8,896,"GasA","0.5"
"82",153500,23,"Hip","VinylSd","BrkFace",443,"TA","Gd","PConc",1,1.8,1237,"GasA","0.970897332255457"
"83",245000,14,"Gable","VinylSd","Stone",468,"TA","TA","PConc",1,1.4,1563,"GasA","0.0211132437619962"
"84",126500,61,"Gable","MetalSd","BrkCmn",66,"TA","TA","CBlock",1,1.2,1065,"GasA","0"
"85",168500,25,"Gable","HdBoard","BrkFace",22,"TA","TA","PConc",1,1.4,384,"GasA","0"
"86",260000,29,"Hip","HdBoard","BrkFace",284,"Gd","TA","CBlock",1,1.4,1288,"GasA","0"
"87",174000,16,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,684,"GasA","0"
"88",164500,12,"Gable","VinylSd","Stone",76,"Gd","TA","PConc",1,2,612,"GasA","0"
"89",85000,39,"Hip","Plywood","None",0,"Fa","Fa","CBlock",1,1,1013,"GasA","0"
"90",123600,26,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,990,"GasA","0.593939393939394"
"91",109900,71,"Gable","Others","None",0,"TA","TA","Others",0,0,0,"GasA","0"
"92",98600,60,"Hip","HdBoard","BrkCmn",203,"TA","TA","CBlock",1,1.6,1235,"GasA","0.48582995951417"
"93",163500,15,"Gable","Wd Sdng","None",0,"TA","Gd","BrkTil",1,2.2,876,"GasA","0.813926940639269"
"94",133900,23,"Hip","MetalSd","None",0,"TA","TA","BrkTil",1,1.6,1214,"OthrHeating","0.86161449752883"
"95",204750,24,"Gable","VinylSd","None",0,"TA","Gd","PConc",1,1.4,824,"GasA","0.786407766990291"
"96",185000,28,"Gable","VinylSd","BrkFace",68,"Ex","Gd","PConc",1,2.4,680,"GasA","0.455882352941176"
"97",214000,22,"Gable","VinylSd","BrkFace",183,"Gd","TA","PConc",1,2.8,1588,"GasA","0.731738035264484"
"98",94750,56,"Hip","HdBoard","BrkFace",48,"TA","TA","CBlock",1,1.6,960,"GasA","0.541666666666667"
"99",83000,71,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,2,458,"GasA","0.235807860262009"
"100",128950,62,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2,950,"GasA","0.598947368421053"
"101",205000,20,"Gable","Plywood","BrkFace",28,"TA","TA","PConc",1,2.2,1610,"GasA","0.745341614906832"
"102",178000,36,"Gable","HdBoard","BrkFace",336,"Gd","TA","CBlock",1,1.4,741,"GasA","0"
"103",118964,42,"Gable","HdBoard","None",0,"TA","Fa","Others",0,0,0,"GasA","0"
"104",198900,12,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,1226,"GasA","0"
"105",169500,71,"Gable","Others","BrkFace",600,"TA","Fa","PConc",1,1.4,1040,"GasA","0.215384615384615"
"106",250000,17,"Hip","VinylSd","BrkFace",768,"Gd","TA","PConc",1,1.6,1053,"GasA","0"
"107",100000,26,"Others","VinylSd","None",0,"TA","TA","BrkTil",1,1,641,"GasA","0"
"108",115000,71,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,2.6,789,"GasA","0.346007604562738"
"109",115000,16,"Gable","CemntBd","None",0,"TA","TA","CBlock",1,1.2,793,"OthrHeating","0"
"110",190000,44,"Hip","Plywood","BrkFace",480,"TA","TA","CBlock",1,2,1844,"GasA","0.382321041214751"
"111",136900,49,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.4,994,"GasA","0.446680080482897"
"112",180000,21,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,384,"GasA","0.651041666666667"
"113",383970,14,"Gable","VinylSd","Stone",220,"Gd","TA","PConc",1,2.2,1264,"GasA","0.778481012658228"
"114",217000,68,"Hip","Wd Sdng","BrkFace",184,"TA","Gd","CBlock",1,2.8,1809,"GasA","0.499723604201216"
"115",259500,19,"Others","Wd Sdng","None",0,"TA","TA","CBlock",1,2.2,1028,"GasA","0.898832684824903"
"116",176000,22,"Gable","MetalSd","BrkFace",1129,"TA","TA","PConc",1,1.4,729,"GasA","0.574759945130315"
"117",139000,59,"Gable","Wd Sdng","BrkFace",116,"TA","TA","CBlock",1,2,1092,"GasA","0.769230769230769"
"118",155000,14,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,1125,"GasA","0"
"119",320000,31,"Hip","Plywood","None",0,"TA","TA","PConc",1,1.6,1673,"GasA","0.878661087866109"
"120",163990,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,728,"GasA","0"
"121",180000,52,"Others","Plywood","None",0,"TA","TA","CBlock",1,3,938,"GasA","1"
"122",100000,71,"Gable","Others","None",0,"TA","TA","PConc",1,1.2,732,"GasA","0"
"123",136000,63,"Hip","MetalSd","BrkFace",135,"TA","Gd","CBlock",1,1.8,1080,"GasA","0.527777777777778"
"124",153900,28,"Gable","Plywood","None",0,"Gd","TA","PConc",1,1.4,1199,"GasA","0.250208507089241"
"125",181000,23,"Gable","HdBoard","None",0,"TA","Gd","CBlock",1,1.2,1362,"GasA","0"
"126",84500,39,"Gable","Wd Sdng","None",0,"TA","Fa","CBlock",1,1.8,520,"GasA","0.942307692307692"
"127",128000,45,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2.2,1078,"GasA","0.111317254174397"
"128",87000,71,"Gable","Others","None",0,"TA","Gd","BrkTil",1,1.4,672,"GasA","0.172619047619048"
"129",155000,55,"Gable","VinylSd","BrkFace",266,"TA","TA","CBlock",1,1.8,660,"GasA","0.775757575757576"
"130",150000,30,"Gable","Plywood","BrkFace",85,"TA","TA","CBlock",1,2.2,1008,"GasA","0.590277777777778"
"131",226000,55,"Gable","MetalSd","BrkFace",309,"TA","TA","CBlock",1,1.6,924,"GasA","0.481601731601732"
"132",244000,21,"Gable","VinylSd","BrkFace",40,"Gd","TA","PConc",1,1.4,992,"GasA","0.700604838709677"
"133",150750,19,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.6,1063,"GasA","0.380997177798683"
"134",220000,19,"Gable","VinylSd","BrkFace",136,"Gd","TA","PConc",1,1.6,1267,"GasA","0.793212312549329"
"135",180000,28,"Gable","Plywood","None",0,"TA","TA","CBlock",1,1.6,1461,"GasA","0.390143737166324"
"136",174000,51,"Hip","Plywood","BrkFace",288,"TA","TA","PConc",1,1.2,1304,"GasA","0"
"137",143000,54,"Gable","MetalSd","BrkFace",196,"TA","TA","CBlock",1,1.8,1214,"GasA","0.572487644151565"
"138",171000,32,"Gable","VinylSd","BrkFace",70,"TA","TA","CBlock",1,1.2,1907,"GasA","0"
"139",230000,21,"Gable","VinylSd","BrkFace",320,"Gd","TA","PConc",1,1.6,1004,"GasA","0.665338645418327"
"140",231500,24,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,928,"GasA","0.884698275862069"
"141",115000,50,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2,864,"GasA","0.5"
"142",260000,16,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1734,"GasA","0.749711649365629"
"143",166000,69,"Gable","Others","None",0,"TA","Fa","CBlock",1,1.6,910,"GasA","0.557142857142857"
"144",204000,22,"Gable","VinylSd","BrkFace",183,"Gd","TA","PConc",1,2.4,1490,"GasA","0.455704697986577"
"145",125000,58,"Gable","HdBoard","BrkFace",336,"TA","TA","CBlock",1,1.6,1728,"GasA","0.770833333333333"
"146",130000,15,"Gable","VinylSd","Stone",50,"Gd","TA","PConc",1,1.4,970,"GasA","0"
"147",105000,28,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.8,715,"GasA","0.292307692307692"
"148",222500,20,"Gable","VinylSd","BrkFace",180,"Gd","TA","PConc",1,1.4,884,"GasA","0"
"149",141000,16,"Gable","VinylSd","BrkFace",120,"TA","TA","PConc",1,1.4,1080,"GasA","0.62962962962963"
"150",115000,71,"Gable","MetalSd","None",0,"TA","TA","BrkTil",1,1.4,896,"GasA","0"
"151",122000,46,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2.4,969,"GasA","0.73890608875129"
"152",372402,13,"Hip","VinylSd","Stone",436,"Gd","TA","PConc",1,2.6,1710,"GasA","0.818713450292398"
"153",190000,50,"Gable","HdBoard","BrkFace",252,"TA","TA","CBlock",1,1.6,825,"GasA","0.504242424242424"
"154",235000,46,"Others","Others","None",0,"TA","TA","CBlock",1,3.8,1602,"GasA","0.941947565543071"
"155",125000,71,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,1200,"GasA","0"
"156",79000,71,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,572,"OthrHeating","0"
"157",109500,71,"Hip","Wd Sdng","None",0,"TA","TA","CBlock",0,0,0,"GasA","0"
"158",269500,11,"Gable","VinylSd","BrkFace",84,"Gd","TA","PConc",1,1.6,774,"GasA","0"
"159",254900,16,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,991,"GasA","0.22401614530777"
"160",320000,15,"Gable","VinylSd","BrkFace",456,"Gd","TA","PConc",1,1.6,1392,"GasA","0.040948275862069"
"161",162500,37,"Gable","Plywood","None",0,"TA","TA","PConc",1,2,1232,"GasA","0.535714285714286"
"162",412500,17,"Gable","VinylSd","BrkFace",664,"Gd","TA","PConc",1,2.2,1572,"GasA","0.646310432569975"
"163",220000,16,"Gable","VinylSd","BrkFace",226,"Gd","TA","PConc",1,2.2,1541,"GasA","0.779364049318624"
"164",103200,65,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.2,882,"GasA","0"
"165",152000,17,"Gable","MetalSd","None",0,"TA","Gd","BrkTil",1,1.6,1149,"GasA","0.322019147084421"
"166",127500,22,"Gable","Wd Sdng","None",0,"TA","Gd","BrkTil",1,2.4,644,"GasA","0.826086956521739"
"167",190000,28,"Hip","Wd Sdng","None",0,"Gd","TA","CBlock",1,2,1617,"GasA","0.709338280766852"
"168",325624,14,"Gable","VinylSd","Stone",300,"Gd","TA","PConc",1,1.6,1582,"GasA","0.814159292035398"
"169",183500,17,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,840,"GasA","0"
"170",228000,40,"Hip","Plywood","BrkFace",653,"Gd","TA","CBlock",1,1.4,1686,"GasA","0"
"171",128500,71,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.6,720,"GasA","0.5"
"172",215000,61,"Hip","Others","Stone",112,"TA","TA","CBlock",1,3,1080,"GasA","0.591666666666667"
"173",239000,34,"Gable","HdBoard","None",0,"Gd","Gd","PConc",1,2,1064,"GasA","0.667293233082707"
"174",163000,60,"Gable","Others","BrkCmn",491,"TA","TA","CBlock",1,2.4,1362,"GasA","0.486049926578561"
"175",184000,35,"Gable","VinylSd","Stone",132,"TA","TA","CBlock",1,2.2,1606,"GasA","1"
"176",243000,20,"Gable","Others","None",0,"TA","TA","CBlock",1,2.8,1202,"GasA","0.396838602329451"
"177",211000,32,"Gable","Plywood","BrkFace",268,"Gd","TA","PConc",1,1.4,1151,"GasA","0.721980886185925"
"178",172500,63,"Gable","MetalSd","None",0,"Gd","Gd","CBlock",1,2.6,1052,"GasA","0.473384030418251"
"179",501837,12,"Hip","VinylSd","Stone",748,"Ex","TA","PConc",1,1.6,2216,"GasA","0.859205776173285"
"180",100000,15,"Gable","Wd Sdng","None",0,"Gd","TA","CBlock",1,1.2,968,"GasA","0"
"181",177000,21,"Gable","MetalSd","BrkFace",456,"Gd","TA","PConc",1,1.4,756,"GasA","0.576719576719577"
"182",200100,71,"Gable","Others","None",0,"TA","TA","BrkTil",1,1.2,793,"GasA","0.443883984867591"
"183",120000,15,"Hip","Wd Sdng","BrkFace",98,"TA","TA","PConc",0,0,0,"GasA","0"
"184",200000,18,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,1362,"GasA","0"
"185",127000,30,"Gable","Others","None",0,"TA","TA","PConc",1,1,504,"GasA","0"
"186",475000,28,"Gable","Wd Sdng","None",0,"Gd","Gd","BrkTil",1,1.4,1107,"GasA","0"
"187",173000,30,"Gable","HdBoard","None",0,"TA","TA","PConc",1,2,1188,"GasA","0.514309764309764"
"188",135000,34,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,1,660,"GasA","0"
"189",153337,42,"Gable","Plywood","Stone",275,"TA","TA","CBlock",1,2,1086,"GasA","1"
"190",286000,19,"Gable","CemntBd","None",0,"Gd","TA","PConc",1,2.2,1593,"GasA","0.723791588198368"
"191",315000,27,"Hip","Others","None",0,"Gd","TA","CBlock",1,2,853,"GasA","0.348182883939039"
"192",184000,17,"Gable","HdBoard","BrkFace",138,"TA","TA","CBlock",1,2,725,"GasA","0.863448275862069"
"193",192000,22,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,2,1431,"GasA","0.391334730957372"
"194",130000,17,"Gable","VinylSd","Stone",50,"Gd","TA","PConc",1,1.4,970,"GasA","0"
"195",127000,49,"Hip","HdBoard","None",0,"TA","TA","CBlock",1,2.6,864,"GasA","0.451388888888889"
"196",148500,45,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2.2,855,"GasA","0.661988304093567"
"197",311872,14,"Hip","CemntBd","Stone",205,"Ex","TA","PConc",1,1.6,1726,"GasA","0.652375434530707"
"198",235000,31,"Gable","Others","None",0,"Gd","Gd","PConc",1,1.4,1360,"GasA","0.897058823529412"
"199",104000,71,"Gable","Wd Sdng","None",0,"TA","TA","CBlock",1,1.2,755,"GasA","0"
"200",274900,16,"Hip","VinylSd","BrkFace",262,"Gd","TA","PConc",1,2.2,1713,"GasA","0.635143023934618"
"201",140000,17,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,1121,"GasA","0"
"202",171500,44,"Gable","Plywood","None",0,"TA","TA","CBlock",1,2.2,1196,"GasA","0.769230769230769"
"203",112000,71,"Gable","MetalSd","None",0,"TA","Gd","BrkTil",1,1.2,617,"GasA","1"
"204",149000,17,"Gable","VinylSd","BrkFace",205,"Gd","TA","PConc",1,2,848,"GasA","0.780660377358491"
"205",110000,71,"Gable","Others","None",0,"TA","TA","CBlock",1,1.4,720,"GasA","0.433333333333333"
"206",180500,31,"Gable","HdBoard","None",0,"TA","TA","PConc",1,1.4,1424,"GasA","0"
"207",143900,59,"Gable","HdBoard","None",0,"TA","Gd","CBlock",1,1.2,1140,"GasA","0"
"208",141000,61,"Gable","Wd Sdng","None",0,"TA","TA","PConc",1,2.4,1100,"GasA","0.659090909090909"
"209",277000,32,"Gable","Plywood","BrkFace",128,"Gd","TA","CBlock",1,2.4,1157,"GasA","0.920484010371651"
"210",145000,57,"Hip","HdBoard","Stone",260,"TA","TA","CBlock",1,1.8,1092,"GasA","0.720695970695971"
"211",98000,71,"Gable","Others","None",0,"TA","TA","CBlock",1,1.6,864,"GasA","0.541666666666667"
"212",186000,12,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.6,1212,"GasA","0.0297029702970297"
"213",252678,12,"Gable","VinylSd","None",0,"TA","TA","PConc",1,1.4,900,"GasA","0.913333333333333"
"214",156000,26,"Gable","VinylSd","None",0,"TA","TA","PConc",1,2.2,990,"GasA","0.723232323232323"
"215",161750,44,"Gable","HdBoard","BrkFace",153,"TA","TA","CBlock",1,1.4,689,"GasA","0.548621190130624"
"216",134450,25,"Gable","HdBoard","BrkFace",64,"TA","TA","CBlock",1,1.8,1070,"GasA","0.336448598130841"
"217",210000,17,"Gable","VinylSd","BrkFace",266,"Gd","TA","PConc",1,1.6,1436,"GasA","0.658774373259053"
"218",107000,71,"Gable","MetalSd","None",0,"TA","TA","CBlock",1,1.2,686,"GasA","0"
"219",311500,15,"Gable","VinylSd","BrkFace",312,"Gd","Gd","CBlock",1,1.8,798,"GasA","0.427318295739348"
"220",167240,15,"Gable","VinylSd","BrkFace",16,"Gd","TA","PConc",1,2,1248,"GasA","0.0128205128205128"
"221",204900,15,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.6,1498,"GasA","0"
"222",200000,19,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,1010,"GasA","0"
"223",179900,46,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,2.2,713,"GasA","0.771388499298738"
"224",97000,50,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2.2,864,"GasA","0.814814814814815"
"225",386250,18,"Hip","VinylSd","BrkFace",922,"Ex","TA","PConc",1,2.6,2392,"GasA","0.0234113712374582"
"226",112000,50,"Gable","HdBoard","BrkFace",142,"TA","TA","CBlock",1,1.2,630,"GasA","0"
"227",290000,26,"Gable","VinylSd","BrkFace",290,"Gd","TA","PConc",1,1.4,1203,"GasA","0.469659185369909"
"228",106000,51,"Gable","HdBoard","BrkFace",127,"TA","TA","CBlock",1,1.6,483,"GasA","0.664596273291925"
"229",125000,54,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,2,912,"GasA","0.923245614035088"
"230",192500,15,"Gable","VinylSd","BrkFace",16,"Gd","TA","PConc",1,2,1373,"GasA","0.0116533139111435"
"231",148000,62,"Hip","MetalSd","BrkFace",220,"TA","TA","CBlock",1,1.2,1194,"GasA","0"
"232",403000,25,"Gable","VinylSd","BrkFace",506,"Gd","TA","PConc",1,1.4,1462,"GasA","0.471272229822161"
"233",94500,49,"Gable","HdBoard","BrkFace",297,"TA","TA","CBlock",1,1.2,483,"GasA","0"
"234",128200,45,"Gable","HdBoard","None",0,"TA","TA","CBlock",1,3,894,"GasA","1"
"235",216500,19,"Gable","VinylSd","None",0,"Gd","TA","PConc",1,1.4,860,"GasA","0.726744186046512"
"236",89500,50,"Gable","HdBoard","BrkFace",604,"TA","TA","CBlock",1,2,483,"GasA","0.74120082815735"
"237",185500,17,"Gable","VinylSd","BrkFace",98,"Gd","TA","PConc",1,2,1414,"GasA","0.016973125884017"
"238",194500,18,"Gable","HdBoard","None",0,"Gd","TA","PConc",1,2,996,"GasA","0.403614457831325"
"239",318000,14,"Hip","VinylSd","BrkFace",254,"Ex","TA","PConc",1,1.6,1694,"GasA","0"
"240",113000,71,"Gable","VinylSd","None",0,"TA","TA","CBlock",1,1.2,735,"GasA","0.127891156462585"
"241",262500,13,"Gable","VinylSd","Stone",36,"Gd","TA","PConc",1,2,1566,"GasA","0.688378033205619"
"242",110500,24,"Gable","VinylSd","None",0,"TA","Gd","CBlock",1,2,686,"GasA","0.479591836734694"
"243",79000,71,"Gable","Wd Sdng","None",0,"TA","TA","BrkTil",1,1.2,540,"GasA","0"
"244",120000,41,"Gable","Plywood","None",0,"TA","TA","CBlock",1,1.4,626,"GasA","0"
